player_name,Price in $,Role,team,auction_year,Price in rs,nationality,base_price,winning_bid,capped_status
Tushar Deshpande,,Bowler,Delhi Capitals,2020,"20,00,000",,,,
Lalit Yadav,,All-Rounder,Delhi Capitals,2020,"20,00,000",,,,
Glenn Maxwell,,All-Rounder,Kings XI Punjab,2020,"10,75,00,000",,,,
Sheldon Cottrell,,Bowler,Kings XI Punjab,2020,"8,50,00,000",,,,
Chris Jordan,,All-Rounder,Kings XI Punjab,2020,"3,00,00,000",,,,
Ravi Bishnoi,,Bowler,Kings XI Punjab,2020,"2,00,00,000",,,,
Prabhsimran Singh,,Wicket Keeper,Kings XI Punjab,2020,"55,00,000",,,,
Deepak Hooda,,All-Rounder,Kings XI Punjab,2020,"50,00,000",,,,
James Neesham,,All-Rounder,Kings XI Punjab,2020,"50,00,000",,,,
Tajinder Dhillon,,All-Rounder,Kings XI Punjab,2020,"20,00,000",,,,
Ishan Porel,,Bowler,Kings XI Punjab,2020,"20,00,000",,,,
Pat Cummins,,All-Rounder,Kolkata Knight Riders,2020,"15,50,00,000",,,,
Eoin Morgan,,Batsman,Kolkata Knight Riders,2020,"5,25,00,000",,,,
Varun Chakaravarthy,,All-Rounder,Kolkata Knight Riders,2020,"4,00,00,000",,,,
Tom Banton,,Batsman,Kolkata Knight Riders,2020,"1,00,00,000",,,,
Rahul Tripathi,,Batsman,Kolkata Knight Riders,2020,"60,00,000",,,,
Chris Green,,All-Rounder,Kolkata Knight Riders,2020,"20,00,000",,,,
Nikhil Shankar Naik,,Wicket Keeper,Kolkata Knight Riders,2020,"20,00,000",,,,
Pravin Tambe,,Bowler,Kolkata Knight Riders,2020,"20,00,000",,,,
M Siddharth,,Bowler,Kolkata Knight Riders,2020,"20,00,000",,,,
Nathan Coulter-Nile,,Bowler,Mumbai Indians,2020,"8,00,00,000",,,,
Chris Lynn,,Batsman,Mumbai Indians,2020,"2,00,00,000",,,,
Saurabh Tiwary,,Batsman,Mumbai Indians,2020,"50,00,000",,,,
Digvijay Deshmukh,,All-Rounder,Mumbai Indians,2020,"20,00,000",,,,
Prince Balwant Rai Singh,,All-Rounder,Mumbai Indians,2020,"20,00,000",,,,
Mohsin Khan,,Bowler,Mumbai Indians,2020,"20,00,000",,,,
Robin Uthappa,,Batsman,Rajasthan Royals,2020,"3,00,00,000",,,,
Jaydev Unadkat,,Bowler,Rajasthan Royals,2020,"3,00,00,000",,,,
Yashasvi Jaiswal,,All-Rounder,Rajasthan Royals,2020,"2,40,00,000",,,,
Kartik Tyagi,,Bowler,Rajasthan Royals,2020,"1,30,00,000",,,,
Tom Curran,,All-Rounder,Rajasthan Royals,2020,"1,00,00,000",,,,
Andrew Tye,,Bowler,Rajasthan Royals,2020,"1,00,00,000",,,,
Anuj Rawat,,Wicket Keeper,Rajasthan Royals,2020,"80,00,000",,,,
David Miller,,Batsman,Rajasthan Royals,2020,"75,00,000",,,,
Oshane Thomas,,Bowler,Rajasthan Royals,2020,"50,00,000",,,,
Anirudha Ashok Joshi,,All-Rounder,Rajasthan Royals,2020,"20,00,000",,,,
Akash Singh,,Bowler,Rajasthan Royals,2020,"20,00,000",,,,
Christopher Morris,,All-Rounder,Royal Challengers Bengaluru,2020,"10,00,00,000",,,,
Aaron Finch,,Batsman,Royal Challengers Bengaluru,2020,"4,40,00,000",,,,
Kane Richardson,,Bowler,Royal Challengers Bengaluru,2020,"4,00,00,000",,,,
Dale Steyn,,Bowler,Royal Challengers Bengaluru,2020,"2,00,00,000",,,,
Isuru Udana,,All-Rounder,Royal Challengers Bengaluru,2020,"50,00,000",,,,
Shahbaz Ahamad,,Wicket Keeper,Royal Challengers Bengaluru,2020,"20,00,000",,,,
Joshua Philippe,,Wicket Keeper,Royal Challengers Bengaluru,2020,"20,00,000",,,,
Pavan Deshpande,,All-Rounder,Royal Challengers Bengaluru,2020,"20,00,000",,,,
Mitchell Marsh,,All-Rounder,Sunrisers Hyderabad,2020,"2,00,00,000",,,,
Priyam Garg,,Batsman,Sunrisers Hyderabad,2020,"1,90,00,000",,,,
Virat Singh,,Batsman,Sunrisers Hyderabad,2020,"1,90,00,000",,,,
Fabian Allen,,All-Rounder,Sunrisers Hyderabad,2020,"50,00,000",,,,
Sandeep Bavanaka,,All-Rounder,Sunrisers Hyderabad,2020,"20,00,000",,,,
Sanjay Yadav,,All-Rounder,Sunrisers Hyderabad,2020,"20,00,000",,,,
Abdul Samad,,All-Rounder,Sunrisers Hyderabad,2020,"20,00,000",,,,
Krishnappa Gowtham,,All-Rounder,Chennai Super Kings,2021,"9,25,00,000",,,,
Moeen Ali,,All-Rounder,Chennai Super Kings,2021,"7,00,00,000",,,,
Cheteshwar Pujara,,Batsman,Chennai Super Kings,2021,"50,00,000",,,,
K.Bhagath Varma,,All-Rounder,Chennai Super Kings,2021,"20,00,000",,,,
C Hari Nishaanth,,Batsman,Chennai Super Kings,2021,"20,00,000",,,,
M. Harisankar Reddy,,Bowler,Chennai Super Kings,2021,"20,00,000",,,,
Tom Curran,,All-Rounder ,Delhi Capitals,2021,"5,25,00,000",,,,
Steven Smith,,Batsman ,Delhi Capitals,2021,"2,20,00,000",,,,
Sam Billings,,Wicket Keeper ,Delhi Capitals,2021,"2,00,00,000",,,,
Umesh Yadav,,Bowler ,Delhi Capitals,2021,"1,00,00,000",,,,
Ripal Patel,,All-Rounder ,Delhi Capitals,2021,"20,00,000",,,,
Vishnu Vinod,,Wicket Keeper ,Delhi Capitals,2021,"20,00,000",,,,
Lukman Hussain Meriwala,,Bowler ,Delhi Capitals,2021,"20,00,000",,,,
M Siddharth,,Bowler ,Delhi Capitals,2021,"20,00,000",,,,
Shakib Al Hasan,,All-Rounder ,Kolkata Knight Riders,2021,"3,20,00,000",,,,
Harbhajan Singh,,Bowler ,Kolkata Knight Riders,2021,"2,00,00,000",,,,
Ben Cutting,,All-Rounder ,Kolkata Knight Riders,2021,"75,00,000",,,,
Karun Nair,,Batsman ,Kolkata Knight Riders,2021,"50,00,000",,,,
Pawan Negi,,All-Rounder ,Kolkata Knight Riders,2021,"50,00,000",,,,
Venkatesh Iyer,,All-Rounder ,Kolkata Knight Riders,2021,"20,00,000",,,,
Sheldon Jackson,,Wicket Keeper ,Kolkata Knight Riders,2021,"20,00,000",,,,
Vaibhav Arora,,Bowler ,Kolkata Knight Riders,2021,"20,00,000",,,,
Nathan Coulter-Nile,,Bowler ,Mumbai Indians,2021,"5,00,00,000",,,,
Adam Milne,,Bowler ,Mumbai Indians,2021,"3,20,00,000",,,,
Piyush Chawla,,Bowler ,Mumbai Indians,2021,"2,40,00,000",,,,
James Neesham,,All-Rounder ,Mumbai Indians,2021,"50,00,000",,,,
Yudhvir Charak,,All-Rounder ,Mumbai Indians,2021,"20,00,000",,,,
Marco Jansen,,All-Rounder ,Mumbai Indians,2021,"20,00,000",,,,
Arjun Tendulkar,,All-Rounder ,Mumbai Indians,2021," 20,00,000",,,,
Jhye Richardson,,Bowler ,Punjab Kings,2021,"14,00,00,000",,,,
Riley Meredith,,Bowler ,Punjab Kings,2021,"8,00,00,000",,,,
Shahrukh Khan,,All-Rounder ,Punjab Kings,2021,"5,25,00,000",,,,
Moises Henriques,,All-Rounder ,Punjab Kings,2021,"4,20,00,000",,,,
Dawid Malan,,All-Rounder ,Punjab Kings,2021,"1,50,00,000",,,,
Fabian Allen,, All-Rounder ,Punjab Kings,2021,"75,00,000",,,,
Jalaj Saxena,,All-Rounder ,Punjab Kings,2021,"30,00,000",,,,
Saurabh Kumar,,All-Rounder ,Punjab Kings,2021,"20,00,000",,,,
Utkarsh Singh,,All-Rounder ,Punjab Kings,2021,"20,00,000",,,,
Christopher Morris,,All-Rounder ,Rajasthan Royals,2021,"16,25,00,000",,,,
Shivam Dube,,All-Rounder ,Rajasthan Royals,2021,"4,40,00,000",,,,
Chetan Sakariya,,Bowler ,Rajasthan Royals,2021,"1,20,00,000",,,,
Mustafizur Rahman,,Bowler ,Rajasthan Royals,2021,"1,00,00,000",,,,
Liam Livingstone,,All-Rounder ,Rajasthan Royals,2021,"75,00,000",,,,
K.C Cariappa,,Bowler ,Rajasthan Royals,2021,"20,00,000",,,,
Akash Singh,,Bowler,Rajasthan Royals,2021,"20,00,000",,,,
Kuldip Yadav,, Bowler ,Rajasthan Royals,2021," 20,00,000",,,,
Kyle Jamieson,,All-Rounder ,Royal Challengers Bengaluru,2021,"15,00,00,000",,,,
Glenn Maxwell,,All-Rounder ,Royal Challengers Bengaluru,2021,"14,25,00,000",,,,
Dan Christian,,All-Rounder ,Royal Challengers Bengaluru,2021,"4,80,00,000",,,,
Sachin Baby,,Batsman ,Royal Challengers Bengaluru,2021,"20,00,000",,,,
Rajat Patidar,,Batsman ,Royal Challengers Bengaluru,2021,"20,00,000",,,,
Mohammed Azharudeen,,Wicket Keeper ,Royal Challengers Bengaluru,2021,"20,00,000",,,,
Suyash Prabhudesai,,All-Rounder ,Royal Challengers Bengaluru,2021,"20,00,000",,,,
Kona Srikar Bharat,, Wicket Keeper,Royal Challengers Bengaluru,2021," 20,00,000",,,,
Kedar Jadhav,,All-Rounder ,Sunrisers Hyderabad,2021,"2,00,00,000",,,,
Mujeeb Zadran,,Bowler ,Sunrisers Hyderabad,2021,"1,50,00,000",,,,
J Suchith,,Bowler ,Sunrisers Hyderabad,2021,"30,00,000",,,,
Robin Uthappa,,Batsman ,Chennai Super Kings,2022,"2,00,00,000 ",Indian ,,,
Dwayne Bravo,,All-Rounder ,Chennai Super Kings,2022,"4,40,00,000 ",Overseas ,,,
Ambati Rayudu,,Wicket Keeper ,Chennai Super Kings,2022,"6,75,00,000 ",Indian ,,,
Deepak Chahar,,Bowler ,Chennai Super Kings,2022,"14,00,00,000 ",Indian ,,,
C.Hari Nishaanth,,Batsman ,Chennai Super Kings,2022,"20,00,000 ",Indian ,,,
N. Jagadeesan,,Wicket Keeper ,Chennai Super Kings,2022,"20,00,000 ",Indian ,,,
K.M. Asif,,Bowler ,Chennai Super Kings,2022,"20,00,000 ",Indian ,,,
Tushar Deshpande,,Bowler ,Chennai Super Kings,2022,"20,00,000 ",Indian ,,,
Shivam Dube,,All-Rounder ,Chennai Super Kings,2022,"4,00,00,000 ",Indian ,,,
Chris Jordan,,All-Rounder ,Chennai Super Kings,2022,"3,60,00,000 ",Overseas ,,,
Maheesh Theekshana,,Bowler ,Chennai Super Kings,2022,"70,00,000 ",Overseas ,,,
Rajvardhan Hangargekar,,All-Rounder ,Chennai Super Kings,2022,"1,50,00,000 ",Indian ,,,
Simarjeet Singh,,Bowler ,Chennai Super Kings,2022,"20,00,000 ",Indian ,,,
Devon Conway,,Batsman ,Chennai Super Kings,2022,"1,00,00,000 ",Overseas ,,,
Dwaine Pretorius,,All-Rounder ,Chennai Super Kings,2022,"50,00,000 ",Overseas ,,,
Mitchell Santner,,All-Rounder ,Chennai Super Kings,2022,"1,90,00,000 ",Overseas ,,,
Adam Milne,,Bowler ,Chennai Super Kings,2022,"1,90,00,000 ",Overseas ,,,
Subhranshu Senapati,,Batsman ,Chennai Super Kings,2022,"20,00,000 ",Indian ,,,
Mukesh Choudhary,,Bowler ,Chennai Super Kings,2022,"20,00,000 ",Indian ,,,
Prashant Solanki,,Bowler ,Chennai Super Kings,2022,"1,20,00,000 ",Indian ,,,
K.Bhagath Varma,,All-Rounder ,Chennai Super Kings,2022,"20,00,000 ",Indian ,,,
David Warner,,Batsman ,Delhi Capitals,2022,"6,25,00,000 ",Overseas ,,,
Mitchell Marsh,,All-Rounder ,Delhi Capitals,2022,"6,50,00,000 ",Overseas ,,,
Mustafizur Rahman,,Bowler ,Delhi Capitals,2022,"2,00,00,000 ",Overseas ,,,
Shardul Thakur,,Bowler ,Delhi Capitals,2022,"10,75,00,000 ",Indian ,,,
Kuldeep Yadav,,Bowler ,Delhi Capitals,2022,"2,00,00,000 ",Indian ,,,
Ashwin Hebbar,,Batsman ,Delhi Capitals,2022,"20,00,000 ",Indian ,,,
Sarfaraz Khan,,All-Rounder ,Delhi Capitals,2022,"20,00,000 ",Indian ,,,
Kamlesh Nagarkoti,,All-Rounder ,Delhi Capitals,2022,"1,10,00,000 ",Indian ,,,
K.S. Bharat,,Wicket Keeper ,Delhi Capitals,2022,"2,00,00,000 ",Indian ,,,
Mandeep Singh,,Batsman ,Delhi Capitals,2022,"1,10,00,000 ",Indian ,,,
Syed Khaleel Ahmed,,Bowler ,Delhi Capitals,2022,"5,25,00,000 ",Indian ,,,
Lungisani Ngidi,,Bowler ,Delhi Capitals,2022,"50,00,000 ",Overseas ,,,
Chetan Sakariya,,Bowler ,Delhi Capitals,2022,"4,20,00,000 ",Indian ,,,
Yash Dhull,,All-Rounder ,Delhi Capitals,2022,"50,00,000 ",Indian ,,,
Vicky Ostwal,,All-Rounder ,Delhi Capitals,2022,"20,00,000 ",Indian ,,,
Ripal Patel,,All-Rounder ,Delhi Capitals,2022,"20,00,000 ",Indian ,,,
Lalit Yadav,,All-Rounder ,Delhi Capitals,2022,"65,00,000 ",Indian ,,,
Rovman Powell,,Batsman ,Delhi Capitals,2022,"2,80,00,000 ",Overseas ,,,
Tim Seifert,,Wicket Keeper ,Delhi Capitals,2022,"50,00,000 ",Overseas ,,,
Pravin Dubey,,All-Rounder ,Delhi Capitals,2022,"50,00,000 ",Indian ,,,
Mohammad Shami,,Bowler ,Gujarat Titans,2022,"6,25,00,000 ",Indian ,,,
David Miller,,Batsman ,Gujarat Titans,2022,"3,00,00,000 ",Overseas ,,,
Jason Roy,,Batsman ,Gujarat Titans,2022,"2,00,00,000 ",Overseas ,,,
Wriddhiman  Saha,,Wicket Keeper ,Gujarat Titans,2022,"1,90,00,000 ",Indian ,,,
Matthew Wade,,Wicket Keeper ,Gujarat Titans,2022,"2,40,00,000 ",Overseas ,,,
Lockie Ferguson,,Bowler ,Gujarat Titans,2022,"10,00,00,000 ",Overseas ,,,
Abhinav Sadarangani,,Batsman ,Gujarat Titans,2022,"2,60,00,000 ",Indian ,,,
Rahul Tewatia,,All-Rounder ,Gujarat Titans,2022,"9,00,00,000 ",Indian ,,,
Noor  Ahmad,,Bowler ,Gujarat Titans,2022,"30,00,000 ",Overseas ,,,
R. Sai Kishore,,Bowler ,Gujarat Titans,2022,"3,00,00,000 ",Indian ,,,
Dominic Drakes,,All-Rounder ,Gujarat Titans,2022,"1,10,00,000 ",Overseas ,,,
Vijay Shankar,,All-Rounder ,Gujarat Titans,2022,"1,40,00,000 ",Indian ,,,
Jayant Yadav,,All-Rounder ,Gujarat Titans,2022,"1,70,00,000 ",Indian ,,,
Darshan Nalkande,,All-Rounder ,Gujarat Titans,2022,"20,00,000 ",Indian ,,,
Yash  Dayal,,Bowler ,Gujarat Titans,2022,"3,20,00,000 ",Indian ,,,
B. Sai Sudharsan,,All-Rounder ,Gujarat Titans,2022,"20,00,000 ",Indian ,,,
Gurkeerat Singh,,All-Rounder ,Gujarat Titans,2022,"50,00,000 ",Indian ,,,
Alzarri Joseph,,Bowler ,Gujarat Titans,2022,"2,40,00,000 ",Overseas ,,,
Varun Aaron,,Bowler ,Gujarat Titans,2022,"50,00,000 ",Indian ,,,
Pradeep Sangwan,,All-Rounder ,Gujarat Titans,2022,"20,00,000 ",Indian ,,,
Pat Cummins,,All-Rounder ,Kolkata Knight Riders,2022,"7,25,00,000 ",Overseas ,,,
Shreyas Iyer,,Batsman ,Kolkata Knight Riders,2022,"12,25,00,000 ",Indian ,,,
Mohammad  Nabi,,All-Rounder ,Kolkata Knight Riders,2022,"1,00,00,000 ",Overseas ,,,
Nitish Rana,,All-Rounder ,Kolkata Knight Riders,2022,"8,00,00,000 ",Indian ,,,
Sam Billings,,Wicket Keeper ,Kolkata Knight Riders,2022,"2,00,00,000 ",Overseas ,,,
Umesh Yadav,,Bowler ,Kolkata Knight Riders,2022,"2,00,00,000 ",Indian ,,,
Shivam  Mavi,,All-Rounder ,Kolkata Knight Riders,2022,"7,25,00,000 ",Indian ,,,
Sheldon Jackson,,Wicket Keeper ,Kolkata Knight Riders,2022,"60,00,000 ",Indian ,,,
Ajinkya Rahane,,Batsman ,Kolkata Knight Riders,2022,"1,00,00,000 ",Indian ,,,
Rinku Singh,,Batsman ,Kolkata Knight Riders,2022,"55,00,000 ",Indian ,,,
Anukul Roy,,All-Rounder ,Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,
Alex Hales,,Batsman ,Kolkata Knight Riders,2022,"1,50,00,000 ",Overseas ,,,
Rasikh Dar,,Bowler ,Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,
Tim Southee,,Bowler ,Kolkata Knight Riders,2022,"1,50,00,000 ",Overseas ,,,
Baba Indrajith,,Wicket Keeper ,Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,
Chamika Karunaratne,,All-Rounder ,Kolkata Knight Riders,2022,"50,00,000 ",Overseas ,,,
Abhijeet Tomar,,Batsman ,Kolkata Knight Riders,2022,"40,00,000 ",Indian ,,,
Aman Khan,,All-Rounder ,Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,
Ramesh Kumar,,Batsman ,Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,
Pratham Singh,,Batsman ,Kolkata Knight Riders,2022,"20,00,000 ",Indian ,,,
Ashok Sharma,,Bowler ,Kolkata Knight Riders,2022,"55,00,000 ",Indian ,,,
Quinton De Kock,,Wicket Keeper ,Lucknow Super Giants,2022,"6,75,00,000 ",Overseas ,,,
Manish Pandey,,Batsman ,Lucknow Super Giants,2022,"4,60,00,000 ",Indian ,,,
Krunal Pandya,,All-Rounder ,Lucknow Super Giants,2022,"8,25,00,000 ",Indian ,,,
Mark Wood,,Bowler ,Lucknow Super Giants,2022,"7,50,00,000 ",Overseas ,,,
Avesh Khan,,Bowler ,Lucknow Super Giants,2022,"10,00,00,000 ",Indian ,,,
Ankit Singh Rajpoot,,Bowler ,Lucknow Super Giants,2022,"50,00,000 ",Indian ,,,
K. Gowtham,,All-Rounder ,Lucknow Super Giants,2022,"90,00,000 ",Indian ,,,
Dushmanta Chameera,,Bowler ,Lucknow Super Giants,2022,"2,00,00,000 ",Overseas ,,,
Shahbaz Nadeem,,Bowler ,Lucknow Super Giants,2022,"50,00,000 ",Indian ,,,
Manan Vohra,,Batsman ,Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,
Evin Lewis,,Batsman ,Lucknow Super Giants,2022,"2,00,00,000 ",Overseas ,,,
Mohsin Khan,,Bowler ,Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,
Mayank Yadav,,Bowler ,Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,
Ayush Badoni,,All-Rounder ,Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,
Kyle Mayers,,All-Rounder ,Lucknow Super Giants,2022,"50,00,000 ",Overseas ,,,
Karan Sharma,,All-Rounder ,Lucknow Super Giants,2022,"20,00,000 ",Indian ,,,
Jason Holder,,All-Rounder ,Lucknow Super Giants,2022,"8,75,00,000 ",Overseas ,,,
Deepak Hooda,,All-Rounder ,Lucknow Super Giants,2022,"5,75,00,000 ",Indian ,,,
Ishan Kishan,,Wicket Keeper ,Mumbai Indians,2022,"15,25,00,000 ",Indian ,,,
Dewald Brevis,,Batsman ,Mumbai Indians,2022,"3,00,00,000 ",Overseas ,,,
Anmolpreet Singh,,Batsman ,Mumbai Indians,2022,"20,00,000 ",Indian ,,,
Basil Thampi,,Bowler ,Mumbai Indians,2022,"30,00,000 ",Indian ,,,
Murugan Ashwin,,Bowler ,Mumbai Indians,2022,"1,60,00,000 ",Indian ,,,
Jaydev Unadkat,,Bowler ,Mumbai Indians,2022,"1,30,00,000 ",Indian ,,,
Mayank Markande,,Bowler ,Mumbai Indians,2022,"65,00,000 ",Indian ,,,
N. Tilak Varma,,All-Rounder ,Mumbai Indians,2022,"1,70,00,000 ",Indian ,,,
Sanjay Yadav,,All-Rounder ,Mumbai Indians,2022,"50,00,000 ",Indian ,,,
Jofra Archer,,All-Rounder ,Mumbai Indians,2022,"8,00,00,000 ",Overseas ,,,
Daniel Sams,,All-Rounder ,Mumbai Indians,2022,"2,60,00,000 ",Overseas ,,,
Tymal Mills,,Bowler ,Mumbai Indians,2022,"1,50,00,000 ",Overseas ,,,
Tim David,,All-Rounder ,Mumbai Indians,2022,"8,25,00,000 ",Overseas ,,,
Ramandeep  Singh,,All-Rounder ,Mumbai Indians,2022,"20,00,000 ",Indian ,,,
Aryan Juyal,,Wicket Keeper ,Mumbai Indians,2022,"20,00,000 ",Indian ,,,
Fabian Allen,,All-Rounder ,Mumbai Indians,2022,"75,00,000 ",Overseas ,,,
Riley Meredith,,Bowler ,Mumbai Indians,2022,"1,00,00,000 ",Overseas ,,,
Rahul Buddhi,,Batsman ,Mumbai Indians,2022,"20,00,000 ",Indian ,,,
Hrithik Shokeen,,All-Rounder ,Mumbai Indians,2022,"20,00,000 ",Indian ,,,
Mohd. Arshad Khan,,All-Rounder ,Mumbai Indians,2022,"20,00,000 ",Indian ,,,
Arjun  Tendulkar,,All-Rounder ,Mumbai Indians,2022,"30,00,000 ",Indian ,,,
Shikhar Dhawan,,Batsman ,Punjab Kings,2022,"8,25,00,000 ",Indian ,,,
Kagiso Rabada,,Bowler ,Punjab Kings,2022,"9,25,00,000 ",Overseas ,,,
Jonny Bairstow,,Wicket Keeper ,Punjab Kings,2022,"6,75,00,000 ",Overseas ,,,
Rahul Chahar,,Bowler ,Punjab Kings,2022,"5,25,00,000 ",Indian ,,,
Harpreet  Brar,,All-Rounder ,Punjab Kings,2022,"3,80,00,000 ",Indian ,,,
Shahrukh Khan,,All-Rounder ,Punjab Kings,2022,"9,00,00,000 ",Indian ,,,
Jitesh Sharma,,Wicket Keeper ,Punjab Kings,2022,"20,00,000 ",Indian ,,,
Prabhsimran Singh,,Wicket Keeper ,Punjab Kings,2022,"60,00,000 ",Indian ,,,
Ishan Porel,,Bowler ,Punjab Kings,2022,"25,00,000 ",Indian ,,,
Liam Livingstone,,All-Rounder ,Punjab Kings,2022,"11,50,00,000 ",Overseas ,,,
Odean Smith,,All-Rounder ,Punjab Kings,2022,"6,00,00,000 ",Overseas ,,,
Sandeep Sharma,,Bowler ,Punjab Kings,2022,"50,00,000 ",Indian ,,,
Raj Angad Bawa,,All-Rounder ,Punjab Kings,2022,"2,00,00,000 ",Indian ,,,
Rishi Dhawan,,All-Rounder ,Punjab Kings,2022,"55,00,000 ",Indian ,,,
Nathan Ellis,,Bowler ,Punjab Kings,2022,"75,00,000 ",Overseas ,,,
Prerak Mankad,,All-Rounder ,Punjab Kings,2022,"20,00,000 ",Indian ,,,
Atharva Taide,,All-Rounder ,Punjab Kings,2022,"20,00,000 ",Indian ,,,
Vaibhav Arora,,Bowler ,Punjab Kings,2022,"2,00,00,000 ",Indian ,,,
Bhanuka Rajapaksa,,Batsman ,Punjab Kings,2022,"50,00,000 ",Overseas ,,,
Benny Howell,,All-Rounder ,Punjab Kings,2022,"40,00,000 ",Overseas ,,,
Writtick Chatterjee,,All-Rounder ,Punjab Kings,2022,"20,00,000 ",Indian ,,,
Baltej Dhanda,,Bowler ,Punjab Kings,2022,"20,00,000 ",Indian ,,,
Ansh Patel,,All-Rounder ,Punjab Kings,2022,"20,00,000 ",Indian ,,,
R. Ashwin,,All-Rounder ,Rajasthan Royals,2022,"5,00,00,000 ",Indian ,,,
Trent Boult,,Bowler ,Rajasthan Royals,2022,"8,00,00,000 ",Overseas ,,,
Shimron Hetmyer,,Batsman ,Rajasthan Royals,2022,"8,50,00,000 ",Overseas ,,,
Devdutt Padikkal,,Batsman ,Rajasthan Royals,2022,"7,75,00,000 ",Indian ,,,
Prasidh Krishna,,Bowler ,Rajasthan Royals,2022,"10,00,00,000 ",Indian ,,,
Yuzvendra Chahal,,Bowler ,Rajasthan Royals,2022,"6,50,00,000 ",Indian ,,,
Riyan Parag,,All-Rounder ,Rajasthan Royals,2022,"3,80,00,000 ",Indian ,,,
K.C Cariappa,,Bowler ,Rajasthan Royals,2022,"30,00,000 ",Indian ,,,
James Neesham,,All-Rounder ,Rajasthan Royals,2022,"1,50,00,000 ",Overseas ,,,
Nathan Coulter-Nile,,Bowler ,Rajasthan Royals,2022,"2,00,00,000 ",Overseas ,,,
Navdeep Saini,,Bowler ,Rajasthan Royals,2022,"2,60,00,000 ",Indian ,,,
Kuldeep  Sen,,Bowler ,Rajasthan Royals,2022,"20,00,000 ",Indian ,,,
Karun Nair,,Batsman ,Rajasthan Royals,2022,"1,40,00,000 ",Indian ,,,
Rassie Van Der Dussen,,Batsman ,Rajasthan Royals,2022,"1,00,00,000 ",Overseas ,,,
Daryl Mitchell,,All-Rounder ,Rajasthan Royals,2022,"75,00,000 ",Overseas ,,,
Obed Mccoy,,Bowler ,Rajasthan Royals,2022,"75,00,000 ",Overseas ,,,
Dhruv Jurel,,Wicket Keeper ,Rajasthan Royals,2022,"20,00,000 ",Indian ,,,
Tejas Baroka,,Bowler ,Rajasthan Royals,2022,"20,00,000 ",Indian ,,,
Kuldip Yadav,,Bowler ,Rajasthan Royals,2022,"20,00,000 ",Indian ,,,
Shubham Garhwal,,All-Rounder ,Rajasthan Royals,2022,"20,00,000 ",Indian ,,,
Anunay Singh,,All-Rounder ,Rajasthan Royals,2022,"20,00,000 ",Indian ,,,
Faf Du Plessis,,Batsman ,Royal Challengers Bangalore,2022,"7,00,00,000 ",Overseas ,,,
Wanindu Hasaranga,,All-Rounder ,Royal Challengers Bangalore,2022,"10,75,00,000 ",Overseas ,,,
Harshal Patel,,All-Rounder ,Royal Challengers Bangalore,2022,"10,75,00,000 ",Indian ,,,
Dinesh  Karthik,,Wicket Keeper ,Royal Challengers Bangalore,2022,"5,50,00,000 ",Indian ,,,
Josh Hazlewood,,Bowler ,Royal Challengers Bangalore,2022,"7,75,00,000 ",Overseas ,,,
Shahbaz Ahamad,,All-Rounder ,Royal Challengers Bangalore,2022,"2,40,00,000 ",Indian ,,,
Anuj Rawat,,Wicket Keeper ,Royal Challengers Bangalore,2022,"3,40,00,000 ",Indian ,,,
Akash  Deep,,Bowler ,Royal Challengers Bangalore,2022,"20,00,000 ",Indian ,,,
Karn Sharma,,Bowler ,Royal Challengers Bangalore,2022,"50,00,000 ",Indian ,,,
Mahipal Lomror,,All-Rounder ,Royal Challengers Bangalore,2022,"95,00,000 ",Indian ,,,
Finn Allen,,Batsman ,Royal Challengers Bangalore,2022,"80,00,000 ",Overseas ,,,
Sherfane Rutherford,,All-Rounder ,Royal Challengers Bangalore,2022,"1,00,00,000 ",Overseas ,,,
Jason Behrendorff,,Bowler ,Royal Challengers Bangalore,2022,"75,00,000 ",Overseas ,,,
Siddharth  Kaul,,Bowler ,Royal Challengers Bangalore,2022,"75,00,000 ",Indian ,,,
Suyash Prabhudessai,,All-Rounder ,Royal Challengers Bangalore,2022,"30,00,000 ",Indian ,,,
Luvnith Sisodia,,Wicket Keeper ,Royal Challengers Bangalore,2022,"20,00,000 ",Indian ,,,
Chama Milind,,Bowler ,Royal Challengers Bangalore,2022,"25,00,000 ",Indian ,,,
Aneeshwar Gautam,,All-Rounder ,Royal Challengers Bangalore,2022,"20,00,000 ",Indian ,,,
David Willey,,All-Rounder ,Royal Challengers Bangalore,2022,"2,00,00,000 ",Overseas ,,,
Washington Sundar,,All-Rounder ,Sunrisers Hyderabad,2022,"8,75,00,000 ",Indian ,,,
Nicholas Pooran,,Wicket Keeper ,Sunrisers Hyderabad,2022,"10,75,00,000 ",Overseas ,,,
Bhuvneshwar Kumar,,Bowler ,Sunrisers Hyderabad,2022,"4,20,00,000 ",Indian ,,,
T. Natarajan,,Bowler ,Sunrisers Hyderabad,2022,"4,00,00,000 ",Indian ,,,
